ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,5217825,CLAMP/NUT,,,,,,,"1992-95, Clamp",discontinued,,,
2,5217826,"SEAL, Fuel Module",,1992-95,,,,,,discontinued,,,
3,4856873,"MODULE, Fuel",,,27,,,,(1996),discontinued,,,
3,4882240,"MODULE, Fuel",,,29,,,,(1996),discontinued,,,
4,4864234,"LEVEL PACKAGE, Fuel",,,27,,,,(1996),discontinued,,,
4,4882241,"LEVEL PACKAGE, Fuel",,,29,,,,(1996),discontinued,,,
5,4882324,"FILTER PACKAGE, Module",,,29,,,,,discontinued,,,
6,4720832,"INSULATOR, Electrical Connector",,,,,,,,discontinued,,,/parts/mopar-insul-pkg-fuel-module~4720832.html
7,5217802,GROMMET,,,,,,,,available,12.1,8.27,/parts/mopar-grommet-rollover-valve~5217802.html
8,4763826,"VALVE, Rollover",,1996,,,,,,discontinued,,,/parts/mopar-valve-fuel-tank-rollover-safety~4763826.html
9,4002149,"GROMMET, Rollover Valve",,,,,,,,discontinued,,,
10,4746407,"REGULATOR, Fuel Returnless",,,,,,,,discontinued,,,
11,4763008,"TUBE, Fuel Tank Vent",,,27,,,,,discontinued,,,/parts/mopar-tube-fuel-filler-vent~4763008.html
12,4638134,NUT & GASKET PACKAGE,,,,,,,,discontinued,,,
